config,mean,std,count,pre_gid,post_gid
"0,0,0,0,0,0,0,0,0,0,0,0",0.9272573585645929,0.08322628937302567,5,194875,186014
"0,0,0,0,0,0,0,0,0,0,0,1",1.5402751878312784,0.11754840409508013,5,194875,186014
"0,0,0,0,0,0,0,0,0,0,1,0",1.1702576348567777,0.0757553316998384,5,194875,186014
"0,0,0,0,0,0,0,0,0,1,0,0",1.3139706443516557,0.09546673553314285,5,194875,186014
"0,0,0,0,0,0,0,0,1,0,0,0",1.2108064386907293,0.07714513212896426,5,194875,186014
"0,0,0,0,0,0,0,1,0,0,0,0",1.123542558171503,0.0765367663879778,5,194875,186014
"0,0,0,0,0,0,1,0,0,0,0,0",1.277958145645492,0.07761969461143846,5,194875,186014
"0,0,0,0,0,1,0,0,0,0,0,0",1.511969478245802,0.109620064076029,5,194875,186014
"0,0,0,0,1,0,0,0,0,0,0,0",1.7947594497245851,0.10668723346696911,5,194875,186014
"0,0,0,1,0,0,0,0,0,0,0,0",1.459354761892636,0.09566214795865022,5,194875,186014
"0,0,1,0,0,0,0,0,0,0,0,0",1.386211899911699,0.08424408971505849,5,194875,186014
"0,1,0,0,0,0,0,0,0,0,0,0",1.59643346056384,0.10637721523243912,5,194875,186014
"1,0,0,0,0,0,0,0,0,0,0,0",1.4072980306539393,0.09525812215613413,5,194875,186014
"1,1,1,1,1,1,1,1,1,1,1,1",6.150813119875471,0.0941143553892608,5,194875,186014
